ID,Is_Product_Details_viewed,Session_Activity_Count,No_Items_Added_InCart,No_Items_Removed_FromCart,No_Cart_Viewed,No_Checkout_Confirmed,No_Checkout_Initiated ,No_Cart_Items_Viewed,No_Customer_Login,No_Page_Viewed,Customer_Segment_Type,Cart_Abandoned
Session_ID_421,No,29,7,0,6,0,0,2,0,9,1,1
Session_ID_422,No,12,5,0,2,0,0,1,0,2,1,1
Session_ID_423,No,6,1,0,2,0,1,0,0,2,0,1
Session_ID_424,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_425,No,11,3,0,0,0,0,2,0,2,1,1
Session_ID_426,No,28,7,2,1,0,1,5,0,7,2,1
Session_ID_427,No,8,2,0,1,1,1,1,1,0,0,1
Session_ID_428,No,7,0,0,4,0,0,0,0,1,0,1
Session_ID_429,Yes,9,1,2,0,0,2,0,0,4,0,1
Session_ID_430,No,45,8,0,4,1,3,11,0,1,1,0
Session_ID_431,No,14,0,0,4,0,2,0,0,8,0,1
Session_ID_432,No,14,1,9,1,0,1,0,0,2,2,1
Session_ID_433,Yes,3,1,0,1,0,0,1,0,0,0,1
Session_ID_434,No,42,11,1,2,1,2,8,0,15,1,0
Session_ID_435,No,5,0,0,1,0,0,3,0,0,0,1
Session_ID_436,No,4,0,0,1,0,1,0,0,2,0,1
Session_ID_437,No,1,0,0,1,0,0,0,0,0,0,1
Session_ID_438,No,6,1,0,1,0,1,0,0,3,0,1
Session_ID_439,No,4,1,0,0,0,0,2,0,1,0,1
Session_ID_440,Yes,40,0,0,1,0,0,5,0,13,0,1
Session_ID_441,No,6,0,0,1,0,1,1,0,3,0,1
Session_ID_442,Yes,25,3,4,1,0,0,4,0,8,2,1
Session_ID_443,Yes,3,1,0,1,0,0,1,0,0,0,1
Session_ID_444,Yes,10,4,0,1,0,0,1,0,4,1,1
Session_ID_445,No,10,0,0,0,1,1,2,0,1,0,0
Session_ID_446,Yes,11,6,1,1,0,0,2,0,0,1,1
Session_ID_447,No,1,4,0,1,0,2,3,0,1,1,1
Session_ID_448,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_449,No,16,0,0,1,0,1,1,0,6,0,1
Session_ID_450,Yes,4,1,0,0,0,1,1,0,1,0,1
Session_ID_451,No,22,0,0,0,0,0,5,0,8,0,1
Session_ID_452,No,13,6,0,2,0,1,1,0,3,1,1
Session_ID_453,No,8,0,0,7,0,0,1,0,0,0,1
Session_ID_454,No,17,7,3,2,0,1,1,0,2,2,1
Session_ID_455,No,7,1,0,2,0,1,0,0,3,0,1
Session_ID_456,No,4,0,0,1,0,0,1,0,2,0,1
Session_ID_457,No,6,1,0,2,0,1,0,0,2,0,1
Session_ID_458,No,22,8,0,3,0,1,8,0,1,1,1
Session_ID_459,No,8,3,0,1,0,0,2,0,1,1,1
Session_ID_460,Yes,5,2,0,0,0,0,2,0,1,0,1
Session_ID_461,No,41,2,0,2,0,0,2,0,5,0,1
Session_ID_462,Yes,9,0,0,0,0,0,3,0,2,0,1
Session_ID_463,No,9,3,0,1,0,0,1,0,3,1,1
Session_ID_464,No,14,6,0,2,1,1,1,1,2,1,0
Session_ID_465,No,11,6,0,0,0,0,3,0,1,1,1
Session_ID_466,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_467,Yes,11,4,0,0,0,1,4,0,1,1,1
Session_ID_468,No,3,0,0,1,0,0,2,0,0,0,1
Session_ID_469,No,8,4,0,1,0,0,1,0,2,1,1
Session_ID_470,No,10,1,0,1,0,1,3,0,4,0,1
Session_ID_471,No,6,5,0,1,0,1,3,0,0,1,1
Session_ID_472,No,2,0,0,0,1,1,0,0,0,0,0
Session_ID_473,No,11,4,0,0,1,1,1,1,2,1,0
Session_ID_474,No,7,0,0,1,0,1,1,0,2,0,1
Session_ID_475,No,2,0,0,0,0,1,1,0,0,0,1
Session_ID_476,No,7,0,0,2,0,1,4,0,0,0,1
Session_ID_477,No,12,3,0,1,0,1,5,0,2,1,1
Session_ID_478,No,12,4,0,1,1,1,0,1,4,1,0
Session_ID_479,No,4,0,0,1,0,0,2,0,1,0,1
Session_ID_480,No,5,0,0,0,0,1,1,0,2,0,1
Session_ID_481,No,37,0,0,3,0,5,2,0,6,0,1
Session_ID_482,Yes,7,2,0,1,0,0,0,0,3,0,1
Session_ID_483,Yes,13,8,0,1,0,0,0,0,3,1,1
Session_ID_484,No,5,1,0,0,0,1,3,0,0,0,1
Session_ID_485,No,6,1,0,1,0,2,0,0,2,0,1
Session_ID_486,No,6,1,0,2,0,1,0,0,2,0,1
Session_ID_487,No,19,7,0,3,0,1,1,1,6,1,1
Session_ID_488,Yes,11,1,0,1,0,1,0,0,2,0,1
Session_ID_489,Yes,21,9,0,0,0,0,5,0,0,1,1
Session_ID_490,No,6,1,1,1,0,1,0,0,2,0,1
Session_ID_491,No,9,0,0,0,0,0,1,0,3,0,1
Session_ID_492,No,58,7,0,1,1,1,0,0,1,1,0
Session_ID_493,No,4,0,0,1,0,1,0,0,2,0,1
Session_ID_494,No,4,0,0,1,0,1,1,0,1,0,1
Session_ID_495,Yes,11,6,0,1,0,1,1,0,2,1,1
Session_ID_496,No,24,11,8,4,0,0,0,0,1,2,1
Session_ID_497,Yes,7,2,0,1,0,0,2,0,0,0,1
Session_ID_498,No,12,8,0,0,0,1,3,0,0,1,1
Session_ID_499,No,7,2,0,0,0,1,3,0,1,0,1
Session_ID_500,No,20,3,0,5,0,0,3,0,6,1,1
Session_ID_501,No,20,4,3,1,1,1,3,1,4,2,0
Session_ID_502,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_503,No,10,4,0,1,0,1,1,0,3,1,1
Session_ID_504,Yes,11,9,0,0,0,0,1,0,1,1,1
Session_ID_505,Yes,9,1,0,0,0,0,4,0,2,0,1
Session_ID_506,No,17,3,1,1,1,1,0,1,2,1,0
Session_ID_507,No,22,4,0,5,0,4,4,0,5,1,1
Session_ID_508,Yes,46,6,0,8,0,3,27,0,1,1,1
Session_ID_509,Yes,7,2,2,2,0,0,0,0,1,2,1
Session_ID_510,No,28,4,0,0,2,4,13,0,0,1,0
Session_ID_511,Yes,5,2,0,1,0,0,2,0,0,0,1
Session_ID_512,No,15,4,0,0,0,1,5,0,0,1,1
Session_ID_513,No,5,0,0,1,0,0,1,0,2,0,1
Session_ID_514,No,9,2,2,2,0,1,0,0,2,2,1
Session_ID_515,No,10,2,0,1,1,2,1,1,2,0,0
Session_ID_516,Yes,4,1,0,1,0,1,0,0,1,0,1
Session_ID_517,No,6,1,0,1,0,1,2,0,1,0,1
Session_ID_518,Yes,7,4,0,0,0,0,0,0,3,1,1
Session_ID_519,No,6,1,0,2,0,1,0,0,2,0,1
Session_ID_520,Yes,4,1,0,0,0,1,2,0,0,0,1
Session_ID_521,No,8,0,0,4,0,0,4,0,0,0,1
Session_ID_522,Yes,17,5,0,1,0,0,7,0,0,1,1
Session_ID_523,Yes,9,1,2,2,0,1,0,1,0,0,1
Session_ID_524,No,11,1,0,3,0,1,4,0,0,0,1
Session_ID_525,Yes,5,1,0,0,0,1,3,0,0,0,1
Session_ID_526,Yes,4,1,0,1,0,0,0,0,2,0,1
Session_ID_527,No,10,5,0,0,0,1,1,1,2,1,1
Session_ID_528,No,9,1,0,0,1,2,2,0,2,0,0
Session_ID_529,No,4,0,0,1,0,1,0,0,2,0,1
Session_ID_530,Yes,3,1,0,1,0,0,1,0,0,0,1
Session_ID_531,No,6,1,0,2,0,1,0,0,2,0,1
Session_ID_532,No,22,5,2,3,0,3,3,0,4,2,1
Session_ID_533,No,24,5,0,5,0,2,10,0,0,1,1
Session_ID_534,No,8,3,0,0,1,1,1,1,1,1,0
Session_ID_535,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_536,No,41,14,8,4,0,0,5,0,7,2,1
Session_ID_537,No,4,0,0,1,0,1,1,0,1,0,1
Session_ID_538,Yes,4,0,0,0,0,0,1,0,1,0,1
Session_ID_539,No,12,1,0,5,0,2,0,1,3,0,1
Session_ID_540,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_541,Yes,23,9,12,0,0,0,0,0,1,2,1
Session_ID_542,No,13,0,0,0,0,5,8,0,0,0,1
Session_ID_543,Yes,84,51,17,0,0,0,7,0,2,2,1
Session_ID_544,No,38,3,0,1,0,1,0,1,3,1,1
Session_ID_545,No,15,6,0,1,0,1,5,0,2,1,1
Session_ID_546,Yes,4,1,1,0,0,0,0,0,1,0,1
Session_ID_547,Yes,4,1,0,0,0,0,1,0,1,0,1
Session_ID_548,No,16,4,0,5,0,2,2,1,2,1,1
Session_ID_549,No,17,5,0,2,1,1,0,1,1,1,0
Session_ID_550,No,11,3,0,1,1,1,0,1,1,1,0
Session_ID_551,No,16,2,0,2,1,4,7,0,0,0,0
Session_ID_552,Yes,11,2,0,1,0,0,7,0,1,0,1
Session_ID_553,No,51,14,15,4,0,3,2,1,8,2,1
Session_ID_554,Yes,51,10,0,3,0,2,8,1,17,1,1
Session_ID_555,Yes,16,9,2,2,0,0,2,0,1,2,1
Session_ID_556,No,24,10,3,4,1,2,4,0,0,2,1
Session_ID_557,Yes,11,1,4,2,0,1,1,0,0,2,1
Session_ID_558,No,10,2,0,1,0,0,5,0,0,0,1
Session_ID_559,Yes,6,4,0,1,0,0,0,0,1,1,1
Session_ID_560,No,10,3,0,3,0,1,2,0,1,1,1
Session_ID_561,No,18,0,0,4,0,0,1,0,5,0,1
Session_ID_562,No,37,5,21,1,0,0,4,0,3,2,1
Session_ID_563,No,39,9,4,1,1,1,6,1,14,2,0
Session_ID_564,No,8,3,0,1,0,0,2,0,1,1,1
Session_ID_565,Yes,14,0,0,1,0,2,3,0,1,0,1
Session_ID_566,Yes,10,4,2,0,0,0,2,0,1,2,1
Session_ID_567,No,7,0,0,0,1,1,1,0,1,0,0
Session_ID_568,No,4,0,0,1,0,0,1,0,2,0,1
Session_ID_569,No,97,9,0,0,1,1,0,0,2,1,0
Session_ID_570,Yes,8,6,0,0,0,0,1,0,1,1,1
Session_ID_571,No,12,7,0,1,0,1,1,0,2,1,1
Session_ID_572,No,4,0,0,1,0,1,0,0,2,0,1
Session_ID_573,No,6,0,0,0,0,0,1,0,4,0,1
Session_ID_574,No,3,0,0,0,0,1,1,0,1,0,1
Session_ID_575,No,31,14,7,0,1,2,1,1,2,2,0
Session_ID_576,No,7,2,0,2,0,1,0,0,2,0,1
Session_ID_577,No,11,3,0,0,0,0,1,0,3,1,1
Session_ID_578,Yes,3,1,0,0,0,0,0,0,1,0,1
Session_ID_579,No,8,3,2,0,1,1,1,0,0,2,0
Session_ID_580,No,24,1,0,7,1,3,9,0,1,0,0
Session_ID_581,No,4,1,0,2,0,0,1,0,0,0,1
Session_ID_582,Yes,49,10,0,4,0,1,29,0,1,1,1
Session_ID_583,No,34,1,0,1,0,0,1,0,5,0,1
Session_ID_584,Yes,25,11,11,1,0,0,1,0,1,2,1
Session_ID_585,No,44,1,0,3,0,0,13,0,1,0,1
Session_ID_586,No,12,5,0,0,0,1,1,0,2,1,1
Session_ID_587,Yes,3,1,0,1,0,0,1,0,0,0,1
Session_ID_588,No,3,0,0,1,0,0,2,0,0,0,1
Session_ID_589,No,14,0,0,1,1,1,2,0,8,0,0
Session_ID_590,No,3,0,0,2,0,0,0,0,1,0,1
Session_ID_591,No,35,13,3,4,3,1,2,1,4,2,0
Session_ID_592,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_593,Yes,4,1,0,0,0,1,2,0,0,0,1
Session_ID_594,No,2,0,0,1,0,0,1,0,0,0,1
Session_ID_595,No,19,0,0,2,0,0,2,0,1,0,1
Session_ID_596,No,35,0,0,1,0,3,1,0,6,0,1
Session_ID_597,Yes,9,5,1,0,0,0,1,0,0,1,1
Session_ID_598,No,10,3,2,1,0,0,1,0,3,2,1
Session_ID_599,No,13,9,0,1,0,1,2,0,0,1,1
Session_ID_600,Yes,14,2,1,0,0,2,2,1,3,0,1
Session_ID_601,No,7,2,2,1,0,0,1,0,1,2,1
Session_ID_602,No,16,0,0,1,0,3,8,0,2,0,1
Session_ID_603,Yes,11,6,1,2,0,0,0,0,2,1,1
Session_ID_604,No,10,6,0,0,0,1,1,0,2,1,1
Session_ID_605,No,21,3,9,2,1,2,1,1,1,2,1
Session_ID_606,No,2,0,0,0,0,1,1,0,0,0,1
Session_ID_607,Yes,19,2,1,4,1,3,0,0,8,0,1
Session_ID_608,Yes,13,5,0,3,0,0,1,0,3,1,1
Session_ID_609,No,10,2,0,1,2,1,0,1,3,0,0
Session_ID_610,No,25,11,0,0,1,1,4,1,4,1,0
Session_ID_611,Yes,22,2,3,6,0,0,3,0,7,2,1
Session_ID_612,Yes,9,1,1,0,0,1,0,0,6,0,1
Session_ID_613,No,6,1,0,0,0,1,0,1,3,0,1
Session_ID_614,No,1,7,0,2,0,0,6,0,1,1,1
Session_ID_615,Yes,5,1,1,1,0,0,1,0,1,0,1
Session_ID_616,No,22,6,1,2,4,1,1,1,3,1,0
Session_ID_617,Yes,3,1,0,0,0,0,1,0,1,0,1
Session_ID_618,Yes,13,6,0,0,0,0,1,0,1,1,1
Session_ID_619,No,6,1,0,1,0,1,1,0,2,0,1
Session_ID_620,Yes,11,1,0,3,0,1,0,0,6,0,1
Session_ID_621,No,6,1,0,0,0,1,1,0,2,0,1
Session_ID_622,No,16,8,0,1,0,1,2,0,3,1,1
Session_ID_623,Yes,12,3,5,1,0,0,2,0,1,2,1
Session_ID_624,Yes,54,16,18,7,0,0,5,0,8,2,1
Session_ID_625,No,19,1,0,1,0,0,1,0,15,0,1
Session_ID_626,No,5,1,0,0,1,1,1,1,0,0,0
Session_ID_627,No,16,2,1,4,1,3,0,1,4,0,0
Session_ID_628,No,12,2,0,0,0,0,3,0,5,0,1
Session_ID_629,No,1,0,0,1,0,0,0,0,0,0,1
Session_ID_630,Yes,12,2,0,0,0,1,4,1,3,0,1
Session_ID_631,No,5,0,0,0,0,2,3,0,0,0,1
Session_ID_632,Yes,6,2,0,0,0,1,2,0,1,0,1
Session_ID_633,Yes,10,0,0,0,0,0,2,0,6,0,1
Session_ID_634,Yes,6,3,0,0,0,0,1,0,1,1,1
Session_ID_635,Yes,5,0,0,1,1,3,0,0,0,0,0
Session_ID_636,No,6,1,0,1,0,1,0,1,2,0,1
Session_ID_637,No,6,0,0,1,0,0,1,0,1,0,1
Session_ID_638,No,10,5,0,0,0,1,1,0,3,1,1
Session_ID_639,No,24,9,0,1,1,1,4,1,3,1,0
Session_ID_640,No,22,13,0,4,0,0,4,0,1,1,1
Session_ID_641,No,15,6,1,2,1,1,1,1,1,1,0
Session_ID_642,No,24,14,1,1,0,3,0,2,2,1,1
Session_ID_643,No,11,4,0,0,1,2,0,1,2,1,0
Session_ID_644,No,6,1,0,1,0,1,0,0,3,0,1
Session_ID_645,No,3,0,0,1,0,1,0,0,1,0,1
Session_ID_646,No,41,2,25,1,1,4,1,2,5,2,0
Session_ID_647,No,5,0,0,1,0,1,0,0,2,0,1
Session_ID_648,No,7,1,0,0,1,1,1,1,1,0,0
Session_ID_649,No,5,1,0,3,0,0,0,0,1,0,1
Session_ID_650,No,3,0,0,1,0,0,1,0,1,0,1
Session_ID_651,No,33,22,0,2,0,1,7,0,0,1,1
Session_ID_652,No,13,5,0,1,0,0,2,0,3,1,1
Session_ID_653,Yes,9,5,0,0,0,0,1,0,1,1,1
Session_ID_654,Yes,9,2,0,1,0,1,1,0,3,0,1
Session_ID_655,No,11,2,1,0,0,0,2,0,3,0,1
Session_ID_656,Yes,19,11,0,2,0,1,4,0,0,1,1
Session_ID_657,Yes,5,1,0,1,0,0,3,0,0,0,1
Session_ID_658,No,5,0,0,1,0,1,0,0,2,0,1
Session_ID_659,No,17,10,0,1,0,0,4,0,0,1,1
Session_ID_660,No,25,8,6,5,0,0,2,0,4,2,1
Session_ID_661,No,7,0,0,0,0,0,1,0,2,0,1
Session_ID_662,No,18,5,0,3,0,2,0,0,6,1,1
Session_ID_663,Yes,3,1,0,1,0,0,1,0,0,0,1
Session_ID_664,No,9,0,0,0,1,1,1,0,3,0,0
Session_ID_665,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_666,Yes,5,2,0,0,0,0,1,0,1,0,1
Session_ID_667,No,10,3,0,1,0,0,0,0,3,1,1
Session_ID_668,No,6,0,0,0,0,2,3,0,1,0,1
Session_ID_669,No,8,0,0,0,0,1,2,0,5,0,1
Session_ID_670,No,1,0,0,1,0,0,0,0,0,0,1
Session_ID_671,No,16,5,0,3,0,0,5,0,0,1,1
Session_ID_672,No,4,0,0,1,0,1,1,0,1,0,1
Session_ID_673,No,10,2,2,3,0,1,0,0,2,2,1
Session_ID_674,No,13,0,0,1,3,1,0,0,3,0,0
Session_ID_675,No,8,0,0,0,0,4,3,0,1,0,1
Session_ID_676,No,8,3,0,1,0,1,1,0,2,1,1
Session_ID_677,No,8,4,0,0,1,1,0,1,1,1,0
Session_ID_678,No,17,4,0,1,0,1,6,0,5,1,1
Session_ID_679,No,5,0,0,1,1,1,1,0,0,0,0
Session_ID_680,Yes,4,1,0,0,0,0,0,0,2,0,1
Session_ID_681,Yes,4,0,0,0,0,0,1,0,1,0,1
Session_ID_682,Yes,14,6,1,1,0,0,1,0,3,1,1
Session_ID_683,No,6,2,0,0,0,1,1,0,2,0,1
Session_ID_684,No,10,1,0,2,1,2,0,1,3,0,0
Session_ID_685,No,6,1,0,2,0,1,0,0,2,0,1
Session_ID_686,Yes,3,0,1,0,0,0,1,0,1,0,1
Session_ID_687,No,19,12,0,1,0,1,2,0,2,1,1
Session_ID_688,No,9,1,0,3,0,1,2,0,1,0,1
Session_ID_689,No,9,0,0,0,1,1,1,0,2,0,0
Session_ID_690,No,8,1,0,2,0,2,0,0,3,0,1
Session_ID_691,No,12,5,0,0,0,0,0,0,5,1,1
Session_ID_692,No,8,1,0,1,0,0,1,0,2,0,1
Session_ID_693,Yes,11,4,4,0,0,0,1,0,1,2,1
Session_ID_694,No,8,0,0,3,0,1,2,0,1,0,1
Session_ID_695,No,10,0,0,0,0,1,1,0,2,0,1
Session_ID_696,No,20,9,1,1,2,1,1,1,1,1,0
Session_ID_697,No,8,0,0,1,0,0,1,0,4,0,1
Session_ID_698,Yes,24,0,0,0,0,0,3,0,5,0,1
Session_ID_699,No,8,0,0,0,0,0,2,0,1,0,1
Session_ID_700,No,9,3,0,1,0,1,1,0,3,1,1
Session_ID_701,Yes,7,3,0,1,0,0,2,0,0,1,1
Session_ID_702,No,20,8,2,2,0,0,2,0,3,2,1
Session_ID_703,No,8,1,0,2,0,1,2,0,2,0,1
Session_ID_704,No,8,5,0,0,0,1,1,0,1,1,1
Session_ID_705,No,19,6,0,4,0,1,1,0,1,1,1
Session_ID_706,Yes,8,5,0,0,0,0,1,0,1,1,1
Session_ID_707,Yes,6,2,0,0,0,1,0,0,2,0,1
Session_ID_708,Yes,2,1,0,0,0,0,0,0,1,0,1
Session_ID_709,No,14,3,0,4,1,2,4,0,0,1,0
Session_ID_710,Yes,6,1,0,0,0,1,1,1,2,0,1
Session_ID_711,No,6,0,0,0,0,1,5,0,0,0,1
Session_ID_712,No,4,0,0,1,0,1,1,0,1,0,1
Session_ID_713,No,8,2,0,2,0,1,1,0,2,0,1
Session_ID_714,No,9,1,0,1,1,1,1,1,3,0,0
Session_ID_715,No,7,1,0,3,0,1,0,1,0,0,1
Session_ID_716,No,4,0,0,1,0,1,0,0,2,0,1
Session_ID_717,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_718,No,4,0,0,1,0,1,0,1,1,0,1
Session_ID_719,No,4,0,0,1,0,1,0,1,1,0,1
Session_ID_720,No,13,2,0,2,1,2,1,1,2,0,1
Session_ID_721,No,9,1,0,0,0,1,4,0,1,0,1
Session_ID_722,No,10,1,0,2,0,1,1,1,4,0,1
Session_ID_723,No,14,3,0,0,0,1,0,1,9,1,1
Session_ID_724,No,17,6,1,2,0,1,2,0,4,1,1
Session_ID_725,Yes,36,7,21,1,0,0,1,0,5,2,1
Session_ID_726,No,8,0,0,1,0,1,6,0,0,0,1
Session_ID_727,No,3,0,0,1,0,0,0,0,2,0,1
Session_ID_728,Yes,12,4,0,0,0,2,1,0,5,1,1
Session_ID_729,Yes,18,4,0,0,1,2,7,0,0,1,0
Session_ID_730,No,54,1,0,1,0,2,46,0,0,0,1
Session_ID_731,No,10,3,0,1,0,0,1,0,3,1,1
Session_ID_732,No,1,0,0,0,0,1,0,0,0,0,1
Session_ID_733,Yes,4,1,0,1,0,0,1,0,1,0,1
Session_ID_734,Yes,13,3,0,0,0,0,1,0,6,1,1
Session_ID_735,Yes,18,13,2,1,0,0,0,0,2,2,1
Session_ID_736,No,27,1,0,2,1,3,0,1,17,0,1
Session_ID_737,No,21,3,1,4,0,6,2,1,2,1,1
Session_ID_738,Yes,13,4,4,0,0,0,1,0,1,2,1
Session_ID_739,No,9,1,0,0,0,2,4,1,1,0,1
Session_ID_740,No,31,5,0,1,1,1,0,0,6,1,1
Session_ID_741,No,48,5,0,13,1,4,8,0,2,1,0
Session_ID_742,Yes,6,1,0,0,0,1,4,0,0,0,1
Session_ID_743,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_744,Yes,5,2,0,0,0,0,1,0,2,0,1
Session_ID_745,No,23,0,0,8,5,5,4,0,1,0,0
Session_ID_746,No,16,4,0,0,2,1,3,1,3,1,0
Session_ID_747,No,12,2,3,1,0,1,0,1,3,2,1
Session_ID_748,Yes,5,1,0,0,0,1,3,0,0,0,1
Session_ID_749,Yes,3,1,0,1,0,0,1,0,0,0,1
Session_ID_750,Yes,19,0,1,1,0,0,2,0,7,0,1
Session_ID_751,Yes,9,1,0,0,0,0,7,0,1,0,1
Session_ID_752,Yes,6,0,0,0,0,0,1,0,1,0,1
Session_ID_753,Yes,37,17,12,5,0,0,1,0,2,2,1
Session_ID_754,No,4,0,0,1,0,1,1,0,1,0,1
Session_ID_755,Yes,4,1,0,0,0,0,1,0,1,0,1
Session_ID_756,No,5,0,0,1,0,0,2,0,2,0,1
Session_ID_757,No,12,1,0,0,0,2,1,0,0,0,1
Session_ID_758,Yes,19,9,1,3,0,0,3,0,1,1,1
Session_ID_759,Yes,35,12,4,1,0,3,5,1,3,2,1
Session_ID_760,Yes,8,3,0,0,0,1,1,0,2,1,1
Session_ID_761,No,17,0,0,1,1,2,0,0,3,0,0
Session_ID_762,No,8,3,0,1,0,1,3,0,0,1,1
Session_ID_763,No,3,0,0,0,0,1,0,0,2,0,1
Session_ID_764,No,8,1,0,0,1,2,1,2,1,0,1
Session_ID_765,Yes,8,6,0,0,0,0,1,0,0,1,1
Session_ID_766,No,19,7,3,1,1,2,1,1,1,2,0
Session_ID_767,No,8,4,0,0,0,1,1,0,2,1,1
Session_ID_768,Yes,5,4,0,0,0,0,1,0,0,1,1
Session_ID_769,No,3,1,0,1,0,0,1,0,0,0,1
Session_ID_770,No,4,1,0,1,0,1,0,0,0,0,1
Session_ID_771,No,8,4,0,0,0,1,1,0,2,1,1
Session_ID_772,No,4,0,0,1,0,1,1,0,1,0,1
Session_ID_773,Yes,3,0,0,0,0,2,0,0,1,0,1
Session_ID_774,Yes,3,1,0,0,0,0,0,0,1,0,1
Session_ID_775,Yes,8,3,0,2,0,1,0,1,1,1,1
Session_ID_776,No,45,24,0,1,0,1,2,0,7,1,1
Session_ID_777,No,12,4,1,2,0,2,0,1,2,1,1
Session_ID_778,Yes,7,5,0,0,0,0,0,0,2,1,1
Session_ID_779,No,8,2,0,1,1,1,1,1,1,0,0
Session_ID_780,No,13,8,0,1,0,1,2,0,1,1,1
Session_ID_781,No,12,5,1,1,0,1,2,0,2,1,1
Session_ID_782,No,32,11,0,3,0,2,13,0,0,1,1
Session_ID_783,No,6,1,0,0,0,1,3,0,1,0,1
Session_ID_784,No,6,1,0,0,0,2,1,0,2,0,1
Session_ID_785,Yes,8,4,0,1,0,0,1,0,1,1,1
Session_ID_786,No,16,7,0,1,0,1,5,0,0,1,1
Session_ID_787,No,29,15,1,1,0,5,1,0,6,1,1
Session_ID_788,No,15,7,0,2,0,1,1,1,2,1,1
Session_ID_789,No,9,3,0,1,0,1,1,1,2,1,1
Session_ID_790,Yes,22,0,0,0,0,0,1,0,3,0,1
Session_ID_791,No,7,1,0,0,0,1,5,0,0,0,1
Session_ID_792,No,3,0,0,2,0,0,0,0,1,0,1
Session_ID_793,Yes,30,14,4,0,0,1,3,0,3,2,1
Session_ID_794,No,5,1,0,0,0,1,1,0,2,0,1
Session_ID_795,Yes,38,10,3,0,0,0,7,0,9,2,1
Session_ID_796,No,13,6,0,1,0,0,3,0,1,1,1
Session_ID_797,No,4,1,0,0,0,1,0,0,2,0,1
Session_ID_798,No,12,7,0,1,0,1,1,0,2,1,1
Session_ID_799,No,5,1,0,0,0,1,1,0,2,0,1
Session_ID_800,No,7,3,0,0,0,1,2,0,1,1,1
Session_ID_801,Yes,6,1,1,1,0,1,0,0,2,0,1
Session_ID_802,No,11,1,0,1,0,1,0,0,2,0,1
Session_ID_803,No,4,1,0,0,0,0,1,0,1,0,1
Session_ID_804,No,4,0,0,1,0,1,0,0,2,0,1
Session_ID_805,Yes,17,1,2,0,0,2,0,0,12,0,1
Session_ID_806,No,7,1,0,2,1,3,0,0,0,0,0
Session_ID_807,Yes,6,3,0,0,0,0,0,0,3,1,1
Session_ID_808,Yes,5,3,0,1,0,0,1,0,0,1,1
Session_ID_809,No,7,1,0,2,0,2,2,0,0,0,1
Session_ID_810,No,14,3,0,5,1,2,0,0,3,1,0
Session_ID_811,No,15,6,1,1,1,1,1,1,1,1,0
Session_ID_812,No,9,0,0,0,0,1,1,0,4,0,1
Session_ID_813,Yes,63,9,6,6,0,1,6,0,21,2,1
Session_ID_814,No,23,2,0,6,1,3,5,0,6,0,0
Session_ID_815,No,19,3,2,5,0,0,4,0,5,2,1
Session_ID_816,Yes,14,4,2,2,0,2,0,0,4,2,1
Session_ID_817,No,31,14,5,2,0,0,1,0,6,2,1
Session_ID_818,No,3,0,0,0,0,1,0,0,2,0,1
Session_ID_819,No,5,1,0,1,0,0,3,0,0,0,1
Session_ID_820,No,6,2,0,1,0,0,3,0,0,0,1
Session_ID_821,No,10,5,0,1,0,1,1,0,2,1,1
Session_ID_822,No,8,2,0,1,0,1,1,0,3,0,1
Session_ID_823,No,25,8,0,4,0,1,6,0,3,1,1
Session_ID_824,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_825,Yes,9,2,0,0,0,0,3,0,1,0,1
Session_ID_826,No,55,17,0,15,0,0,20,0,0,1,1
Session_ID_827,No,9,0,0,0,1,4,0,0,4,0,0
Session_ID_828,No,8,2,0,0,1,1,1,1,1,0,0
Session_ID_829,Yes,5,1,2,0,0,0,0,0,2,0,1
Session_ID_830,No,13,2,5,2,0,0,0,0,3,2,1
Session_ID_831,Yes,15,6,4,1,0,0,0,0,4,2,1
Session_ID_832,No,1,0,0,0,0,1,0,0,0,0,1
Session_ID_833,No,18,4,3,2,1,1,4,1,1,2,0
Session_ID_834,No,13,0,0,3,0,0,0,0,1,0,1
Session_ID_835,No,16,0,0,4,0,4,7,0,1,0,1
Session_ID_836,No,8,2,0,1,0,1,1,0,2,0,1
Session_ID_837,Yes,10,5,0,0,0,0,2,0,2,1,1
Session_ID_838,Yes,4,1,0,0,0,1,1,0,0,0,1
Session_ID_839,No,8,1,0,0,0,2,0,1,3,0,1
Session_ID_840,No,10,0,0,0,1,1,1,0,2,0,0
Session_ID_841,No,3,0,0,3,0,0,0,0,0,0,1
Session_ID_842,Yes,3,1,0,1,0,0,0,0,1,0,1
Session_ID_843,No,9,0,0,1,0,1,1,1,5,0,1
Session_ID_844,No,5,0,0,1,0,1,0,0,2,0,1
Session_ID_845,No,22,14,0,4,0,0,1,0,3,1,1
